DISTRICT,STATE_ABBR,STATE,ELECTION_YEAR,CLASS_OR_OFFICE,IE_LIVE_RATING,RATING_NUMERIC,IE_LIVE_SIGNED,IE_PREVIOUS_RATING,IE_SHIFT,FLIPPED,IE_RATING_DATE,IE_INCUMBENT_NAME,IE_INCUMBENT_PARTY,IE_OPEN,IE_SPECIAL,NOTE
TX-03,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Self,R,False,False,
TX-04,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Fallon,R,False,False,
TX-05,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Gooden,R,False,False,
TX-06,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Ellzey,R,False,False,
TX-07,TX,Texas,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Fletcher,D,False,False,
TX-08,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Luttrell,R,True,False,
TX-09,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,True,2025-12-05T00:00:00-05:00,A. Green,D,True,False,
TX-10,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,McCaul,R,True,False,
TX-11,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Pfluger,R,False,False,
TX-12,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Goldman,R,False,False,
TX-13,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Jackson,R,False,False,
TX-14,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Weber,R,False,False,
TX-16,TX,Texas,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Escobar,D,False,False,
TX-17,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Sessions,R,False,False,
TX-19,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Arrington,R,True,False,
TX-20,TX,Texas,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Castro,D,False,False,
TX-21,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Roy,R,True,False,
TX-24,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Van Duyne,R,False,False,
TX-25,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Williams,R,False,False,
TX-26,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Gill,R,False,False,
TX-27,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Cloud,R,False,False,
TX-28,TX,Texas,2026,House,Tilt Democrat,3,1.0,Tilt Democrat,no-change,False,2025-12-05T00:00:00-05:00,Cuellar,D,False,False,
TX-29,TX,Texas,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,S. Garcia,D,False,False,
TX-30,TX,Texas,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Crockett,D,True,False,
TX-31,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,J. Carter,R,False,False,
TX-32,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,True,2025-12-05T00:00:00-05:00,Julie Johnson,D,True,False,
VT-AL,VT,Vermont,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Balint,D,False,False,
VA-01,VA,Virginia,2026,House,Lean Republican,8,-2.0,Likely Republican,left,False,2025-12-05T00:00:00-05:00,Wittman,R,False,False,
VA-02,VA,Virginia,2026,House,Toss-up,5,0.0,Toss-up,no-change,False,2025-12-05T00:00:00-05:00,Kiggans,R,False,False,
VA-03,VA,Virginia,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Scott,D,False,False,
VA-04,VA,Virginia,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,McClellan,D,False,False,
VA-05,VA,Virginia,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,McGuire,R,False,False,
VA-06,VA,Virginia,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Cline,R,False,False,
VA-08,VA,Virginia,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Beyer,D,False,False,
VA-09,VA,Virginia,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Griffith,R,False,False,
VA-10,VA,Virginia,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Subramanyam,D,False,False,
VA-11,VA,Virginia,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Walkinshaw,D,False,False,
WA-01,WA,Washington,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,DelBene,D,False,False,
WA-02,WA,Washington,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Larsen,D,False,False,
WA-04,WA,Washington,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Newhouse,R,True,False,
WA-05,WA,Washington,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Baumgartner,R,False,False,
WA-06,WA,Washington,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Randall,D,False,False,
WA-07,WA,Washington,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Jayapal,D,False,False,
WA-08,WA,Washington,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Schrier,D,False,False,
WA-09,WA,Washington,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,A. Smith,D,False,False,
WV-01,WV,West Virginia,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Miller,R,False,False,
WV-02,WV,West Virginia,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Moore,R,False,False,
WI-02,WI,Wisconsin,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Pocan,D,False,False,
WI-04,WI,Wisconsin,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Moore,D,False,False,
WI-05,WI,Wisconsin,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Fitzgerald,R,False,False,
WI-06,WI,Wisconsin,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Grothman,R,False,False,
WI-07,WI,Wisconsin,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Tiffany,R,True,False,
WI-08,WI,Wisconsin,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Wied,R,False,False,
TX-22,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Nehls,R,True,False,
SC-07,SC,South Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Fry,R,False,False,
NV-04,NV,Nevada,2026,House,Likely Democrat,1,3.0,Lean Democrat,left,False,2025-12-05T00:00:00-05:00,Horsford,D,False,False,
TX-33,TX,Texas,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Veasey,D,True,False,
TX-34,TX,Texas,2026,House,Toss-up,5,0.0,Toss-up,no-change,False,2025-12-05T00:00:00-05:00,V. Gonzalez,D,False,False,
TX-35,TX,Texas,2026,House,Likely Republican,9,-3.0,Likely Republican,no-change,True,2025-12-05T00:00:00-05:00,Greg Casar,D,True,False,
TX-36,TX,Texas,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Babin,R,False,False,
AZ-09,AZ,Arizona,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Gosar,R,False,False,
FL-26,FL,Florida,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Diaz-Balart,R,False,False,
WA-10,WA,Washington,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Strickland,D,False,False,
CO-08,CO,Colorado,2026,House,Toss-up,5,0.0,Toss-up,no-change,False,2025-12-05T00:00:00-05:00,Evans,R,False,False,
OR-06,OR,Oregon,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,Salinas,D,False,False,
TX-37,TX,Texas,2026,House,Solid Democrat,0,4.0,Solid Democrat,no-change,False,2025-12-05T00:00:00-05:00,"Casar, Doggett",D,True,False,Not seeking re-election as a result of the 2025 Texas redistricting.
MT-02,MT,Montana,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Downing,R,False,False,
NC-14,NC,North Carolina,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Moore,R,False,False,
FL-28,FL,Florida,2026,House,Solid Republican,10,-4.0,Solid Republican,no-change,False,2025-12-05T00:00:00-05:00,Gimenez,R,False,False,
