District ID,Rating Raw,Rating Standardized,Rating Numeric,Rating Signed v27,Date,Previous Rating Raw,Previous Rating Standardized,Shift,Incumbent,Party,Open,Special,Note,Retrieved At
NY-19,Lean Democrat,Lean D,2,2.0,2025-12-05T00:00:00-05:00,Lean Democrat,Lean D,no-change,Riley,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-20,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Tonko,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-22,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Likely Democrat,Likely D,left,Mannion,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-23,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Langworthy,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NY-24,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Tenney,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NY-25,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Morelle,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NY-26,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Kennedy,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NC-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Ross,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NC-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Murphy,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NC-04,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Foushee,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NC-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Foxx,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NC-06,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,McDowell,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NC-07,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Rouzer,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NC-08,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Harris,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NC-09,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Hudson,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NC-10,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Harrigan,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NC-12,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Adams,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
NC-13,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Knott,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
ND-AL,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Fedorchak,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OH-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Taylor,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OH-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Beatty,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
OH-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Jordan,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OH-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Latta,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OH-06,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Rulli,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OH-08,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Davidson,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OH-09,Tilt Republican,Tilt R,7,-1.0,2025-12-05T00:00:00-05:00,Tilt Republican,Tilt R,no-change,Kaptur,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
OH-10,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Turner,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OH-11,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Brown,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
OH-12,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Balderson,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OH-14,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,D. Joyce,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OH-15,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Carey,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OK-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Brecheen,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OK-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Lucas,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OK-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Cole,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OK-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Bice,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OR-01,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Bonamici,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
OR-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Bentz,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OR-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Dexter,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
OR-04,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Hoyle,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
OR-05,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Likely Democrat,Likely D,left,Bynum,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
PA-01,Lean Republican,Lean R,8,-2.0,2025-12-05T00:00:00-05:00,Likely Republican,Likely R,left,Fitzpatrick,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
PA-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Boyle,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
PA-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Evans,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
PA-04,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Dean,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
PA-05,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Scanlon,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
PA-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Houlahan,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
PA-07,Toss-up,Tossup,5,0.0,2025-12-05T00:00:00-05:00,Toss-up,Tossup,no-change,Mackenzie,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
PA-09,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Meuser,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
PA-11,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Smucker,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
PA-12,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Lee,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
PA-13,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Joyce,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
PA-14,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Reschenthaler,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
PA-15,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Thompson,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
PA-16,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,M. Kelly,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
RI-01,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Amo,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
RI-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Magaziner,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
SC-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Wilson,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
SC-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Biggs,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
SC-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Timmons,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
SC-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Clyburn,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
SD-AL,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,D. Johnson,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
TN-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Harshbarger,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TN-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Burchett,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TN-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Fleischmann,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TN-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,DesJarlais,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TN-06,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,J. Rose,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
TN-07,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Lean Republican,Lean R,right,Van Epps,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TN-08,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Kustoff,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Moran,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-03,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Self,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Fallon,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Gooden,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-06,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Ellzey,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-07,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Fletcher,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
TX-08,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Luttrell,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
TX-09,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,A. Green,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
TX-10,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,McCaul,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
TX-11,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Pfluger,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-12,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Goldman,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-13,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Jackson,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-14,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Weber,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-16,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Escobar,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
TX-17,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Sessions,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-19,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Arrington,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
TX-20,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Castro,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
TX-21,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Roy,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
TX-24,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Van Duyne,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-25,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Williams,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-26,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Gill,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-27,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Cloud,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-28,Tilt Democrat,Tilt D,3,1.0,2025-12-05T00:00:00-05:00,Tilt Democrat,Tilt D,no-change,Cuellar,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
TX-29,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,S. Garcia,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
TX-30,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Crockett,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
TX-31,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,J. Carter,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-32,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Julie Johnson,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
VT-AL,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Balint,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
VA-01,Lean Republican,Lean R,8,-2.0,2025-12-05T00:00:00-05:00,Likely Republican,Likely R,left,Wittman,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
VA-02,Toss-up,Tossup,5,0.0,2025-12-05T00:00:00-05:00,Toss-up,Tossup,no-change,Kiggans,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
VA-03,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Scott,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
VA-04,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,McClellan,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
VA-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,McGuire,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
VA-06,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Cline,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
VA-08,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Beyer,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
VA-09,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Griffith,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
VA-10,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Subramanyam,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
VA-11,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Walkinshaw,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
WA-01,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,DelBene,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
WA-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Larsen,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
WA-04,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Newhouse,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
WA-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Baumgartner,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
WA-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Randall,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
WA-07,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Jayapal,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
WA-08,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Schrier,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
WA-09,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,A. Smith,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
WV-01,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Miller,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
WV-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Moore,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
WI-02,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Pocan,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
WI-04,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Moore,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
WI-05,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Fitzgerald,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
WI-06,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Grothman,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
WI-07,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Tiffany,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
WI-08,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Wied,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
TX-22,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Nehls,Republican,True,False,,2026-09-08T11:21:44.007813+00:00
SC-07,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Fry,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NV-04,Likely Democrat,Likely D,1,3.0,2025-12-05T00:00:00-05:00,Lean Democrat,Lean D,left,Horsford,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
TX-33,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Veasey,Democrat,True,False,,2026-09-08T11:21:44.007813+00:00
TX-34,Toss-up,Tossup,5,0.0,2025-12-05T00:00:00-05:00,Toss-up,Tossup,no-change,V. Gonzalez,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
TX-36,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Babin,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
AZ-09,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Gosar,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
FL-26,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Diaz-Balart,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
WA-10,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Strickland,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
CO-08,Toss-up,Tossup,5,0.0,2025-12-05T00:00:00-05:00,Toss-up,Tossup,no-change,Evans,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
OR-06,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,Salinas,Democrat,False,False,,2026-09-08T11:21:44.007813+00:00
TX-37,Solid Democrat,Safe D,0,4.0,2025-12-05T00:00:00-05:00,Solid Democrat,Safe D,no-change,"Casar, Doggett",Democrat,True,False,Not seeking re-election as a result of the 2025 Texas redistricting.,2026-09-08T11:21:44.007813+00:00
MT-02,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Downing,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
NC-14,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Moore,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
FL-28,Solid Republican,Safe R,10,-4.0,2025-12-05T00:00:00-05:00,Solid Republican,Safe R,no-change,Gimenez,Republican,False,False,,2026-09-08T11:21:44.007813+00:00
